category,Event,Customer_IP,Event_Time,Product_ID,Quantity,Collection_Name,Search_Term,Time_On_Page,Product_Name,session,Customer_ID,Customer_Name
Engagement,Home,210.245.52.192,2025-01-24 07:21:21.656000+00:00,,,,,1.589,,1,,
Engagement,Home,210.245.52.192,2025-01-24 07:23:55.407000+00:00,,,,,152.596,,1,,
Engagement,Home,210.245.52.192,2025-01-24 07:24:59.105000+00:00,,,,,62.455,,1,,
Engagement,Home,210.245.52.192,2025-01-24 07:25:45.502000+00:00,,,,,44.973,,1,,
Engagement,Home,210.245.52.192,2025-01-24 07:25:45.777000+00:00,,,,,0.275,,1,,
Engagement,Home,210.245.52.192,2025-01-24 07:27:23.824000+00:00,,,,,1.419,,1,,
Engagement,Home,210.245.52.192,2025-01-24 08:11:19.399000+00:00,,,,,2633.934,,1,,
Engagement,Home,210.245.52.192,2025-01-24 08:16:18.183000+00:00,,,,,262.718,,1,,
Engagement,Product,210.245.52.192,2025-01-24 08:16:28.373000+00:00,8752635281662.0,,,,8.074,valentine s presents for wife tumbler wallet chocolates and custom card,1,,
Engagement,Cart Add,42.104.194.28,2025-01-26 03:44:31.688000+00:00,8595339149566.0,1.0,,,,boat airdopes 148,1,,
Engagement,Product,42.104.194.28,2025-01-26 03:47:53.372000+00:00,8595339149566.0,,,,284.327,boat airdopes 148,1,,
Engagement,Product,42.104.194.28,2025-01-26 03:48:22.110000+00:00,8590508425470.0,,,,25.78,giftana copper water bottle 1000ml i pure copper ayurvedic bottle with good health benefits bpa free,1,,
Engagement,Product,42.104.194.28,2025-01-26 03:48:24.238000+00:00,8590508425470.0,,,,2.14,giftana copper water bottle 1000ml i pure copper ayurvedic bottle with good health benefits bpa free,1,,
Engagement,Home,49.206.36,2025-01-25 06:42:57.746000+00:00,,,,,11.971,,1,,
Engagement,Product,49.206.36,2025-01-25 06:44:00.703000+00:00,8701728063742.0,,,,13.247,customized name scribble your thoughts notebook diary pen golden tan,1,,
Engagement,Product,49.36.182.217,2025-01-25 09:09:14.905000+00:00,8739840131326.0,,,,14.798,green 2 in 1 personalized ladies wallet rubber bottle stylish gift set,1,,
Engagement,Product,49.37.241.113,2025-01-24 07:31:09.325000+00:00,8528290742526.0,,,,157.225,customized metallic pen and keychain black,1,,
Engagement,Collection,49.37.241.113,2025-01-24 07:36:40.340000+00:00,,,corporate-gifts,,327.822,,1,,
Engagement,Collection,49.37.241.113,2025-01-24 07:37:25.845000+00:00,,,gifts-under-300,,35.598,,1,,
Engagement,Collection,49.37.241.113,2025-01-24 07:39:15.205000+00:00,,,gifts-under-500,,106.251,,1,,
Engagement,Collection,49.37.251.135,2025-01-24 13:27:08.103000+00:00,,,gift-hampers,,34.65,,1,,
Engagement,Home,49.47.11.46,2025-01-27 07:56:11.518000+00:00,,,,,11.155,,1,,
Engagement,Cart Add,49.47.11.46,2025-01-27 07:58:22.143000+00:00,8558263337214.0,1.0,,,,Customized Name Engraved Keychain - White,1,,
Engagement,Collection,49.47.11.46,2025-01-27 07:59:41.642000+00:00,,,personalized-gifts,,83.213,,1,,
Engagement,Product,49.47.2.229,2025-01-24 09:22:54.420000+00:00,8469966291198.0,,,,412.554,personalized card holder with name engraved for birthday gift,1,,
Engagement,Home,66.220.149.14,2025-01-25 14:41:46.225000+00:00,,,,,0.027,,1,,
